rows,best_ratio_min,best_ratio_median,best_ratio_max,best_ratio_all_lt_1,unresolved_D3_rows,unresolved_D6_rows,best_denominator_counts,ratio_D1_min,ratio_D1_median,ratio_D1_max,ratio_D2_min,ratio_D2_median,ratio_D2_max,ratio_D3_min,ratio_D3_median,ratio_D3_max,ratio_D4_min,ratio_D4_median,ratio_D4_max,ratio_D5_min,ratio_D5_median,ratio_D5_max,ratio_D6_min,ratio_D6_median,ratio_D6_max
15,1.2681433660094525,5.610898599156869,22.56345825487172,False,15,15,D5=15,4707.615525898985,16310.100650288285,38134.739991023496,53.514538034697516,127.05514212619684,205.90953439304894,,,,19.670306042004057,138.57701985488347,270.7710925164632,1.2681433660094525,5.610898599156869,22.56345825487172,,,
