R_tail,ARR_total_current,deficit,deficit_fraction,B32_available,B32_partial_contribution,estimated_B32_completion,static_cutoff_boundary,moving_cutoff_boundary,renewal_capacity_current,renewal_capacity_exposure_corrected,ratio_current,ratio_with_B32_partial,ratio_with_moving_cutoff,ratio_with_renewal_exposure,ratio_with_all_corrections,dominant_deficit_source,candidate_id,support,center_mode,renewal_fraction,renewal_transition_count,annular_reservoir,theorem_boundary_capacity
1291276.8456950455,1263803.2072884971,27473.638406548416,0.02127633473653777,False,0.0,27473.638406548416,24936.026232028737,24936.026232028737,583697.6469562731,655076.7486423906,1.0217388579551823,1.0217388579551823,1.0217388579551823,0.9671165031288596,0.9671165031288596,renewal_exposure,lambda_frac0p2_omega_top2:ti7:c185:lag4,81,final_component_centroid,0.8909108506669483,4,655169.5341001952,24936.026232028737
